ProductName,CategoryID,SupplierID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
Producto Prueba 56088,3,,caja x 20,409.44,108,20,3,false
Producto Prueba 56089,1,3,10 unidades,162.69,150,7,21,false
Producto Prueba 56090,6,3,,438.63,61,27,23,false
Producto Prueba 56091,4,,12 - 500 g pkgs,493.11,271,23,10,false
Producto Prueba 56092,8,3,12 - 500 g pkgs,347.76,47,21,29,false
Producto Prueba 56093,8,8,12 - 500 g pkgs,49.02,133,18,3,false
Producto Prueba 56094,5,1,24 - 200 g pkgs,429.65,176,9,27,false
Producto Prueba 56095,5,1,paquete x 5,367.83,236,13,28,false
Producto Prueba 56096,4,5,24 - 200 g pkgs,155.0,296,17,21,false
Producto Prueba 56097,2,7,caja x 20,464.12,140,38,4,false
Producto Prueba 56098,8,10,10 unidades,298.56,65,26,22,false
Producto Prueba 56099,4,2,10 unidades,195.74,229,11,6,false
Producto Prueba 56100,2,5,caja x 20,168.77,199,14,19,false
Producto Prueba 56101,5,8,caja x 20,481.05,255,33,30,false
Producto Prueba 56102,6,6,caja x 20,480.95,215,12,6,false
Producto Prueba 56103,1,3,,276.49,293,23,25,false
Producto Prueba 56104,7,4,caja x 20,83.25,216,10,17,false
Producto Prueba 56105,2,9,paquete x 5,411.33,38,41,14,false
Producto Prueba 56106,7,7,,147.5,238,11,29,true
Producto Prueba 56107,1,1,caja x 20,138.72,67,18,11,false
Producto Prueba 56108,2,9,24 - 200 g pkgs,374.71,44,11,24,false
Producto Prueba 56109,8,9,24 - 200 g pkgs,170.41,211,22,1,false
Producto Prueba 56110,4,9,caja x 20,161.74,255,22,16,false
Producto Prueba 56111,3,10,12 - 500 g pkgs,58.27,286,7,10,false
Producto Prueba 56112,7,6,12 - 500 g pkgs,484.43,275,5,14,true
Producto Prueba 56113,3,8,caja x 20,200.72,107,39,10,false
Producto Prueba 56114,4,3,12 - 500 g pkgs,33.88,159,16,25,false
Producto Prueba 56115,8,4,12 - 500 g pkgs,3.53,158,17,8,false
Producto Prueba 56116,3,5,,71.86,258,37,10,false
Producto Prueba 56117,7,5,10 unidades,66.46,16,20,13,false
Producto Prueba 56118,6,3,paquete x 5,451.69,143,25,6,false
Producto Prueba 56119,4,5,,286.41,80,37,11,false
Producto Prueba 56120,3,7,,440.7,77,14,11,false
Producto Prueba 56121,1,9,10 unidades,358.08,40,9,18,false
Producto Prueba 56122,6,9,12 - 500 g pkgs,146.3,49,21,29,false
Producto Prueba 56123,2,10,12 - 500 g pkgs,100.61,196,47,28,false
Producto Prueba 56124,8,8,paquete x 5,315.35,26,12,14,false
Producto Prueba 56125,6,9,12 - 500 g pkgs,45.29,230,30,10,false
Producto Prueba 56126,8,10,10 unidades,391.18,244,50,14,false
Producto Prueba 56127,2,2,10 unidades,397.41,262,17,22,false
Producto Prueba 56128,5,4,caja x 20,462.42,197,16,28,false
Producto Prueba 56129,7,8,caja x 20,406.07,3,23,27,false
Producto Prueba 56130,1,,24 - 200 g pkgs,377.32,193,1,5,false
Producto Prueba 56131,6,8,caja x 20,350.95,212,5,12,false
Producto Prueba 56132,5,9,caja x 20,296.3,98,20,21,false
Producto Prueba 56133,7,3,paquete x 5,126.29,296,46,6,false
Producto Prueba 56134,1,4,,36.0,160,44,6,false
Producto Prueba 56135,6,6,paquete x 5,289.41,276,25,26,false
Producto Prueba 56136,2,2,,180.86,214,50,20,false
Producto Prueba 56137,8,,paquete x 5,425.37,299,22,24,false
Producto Prueba 56138,1,,10 unidades,76.06,216,5,22,false
Producto Prueba 56139,8,10,caja x 20,265.8,58,9,23,false
Producto Prueba 56140,3,4,24 - 200 g pkgs,78.96,281,46,8,false
Producto Prueba 56141,1,1,12 - 500 g pkgs,69.76,84,25,25,false
Producto Prueba 56142,5,2,caja x 20,13.56,127,20,30,false
Producto Prueba 56143,5,,12 - 500 g pkgs,329.0,86,1,17,false
Producto Prueba 56144,5,5,paquete x 5,317.17,106,48,19,false
Producto Prueba 56145,7,10,,329.44,178,8,15,false
Producto Prueba 56146,2,7,10 unidades,492.24,9,28,15,false
Producto Prueba 56147,2,1,12 - 500 g pkgs,381.4,91,21,6,false
Producto Prueba 56148,3,2,caja x 20,486.64,42,10,12,false
Producto Prueba 56149,6,4,caja x 20,154.98,7,4,14,false
Producto Prueba 56150,6,4,caja x 20,48.86,184,1,18,false
Producto Prueba 56151,7,8,paquete x 5,17.99,65,3,27,false
Producto Prueba 56152,8,10,caja x 20,100.85,61,48,3,false
Producto Prueba 56153,3,6,12 - 500 g pkgs,148.2,46,47,1,false
Producto Prueba 56154,3,7,24 - 200 g pkgs,485.23,58,45,19,false
Producto Prueba 56155,6,6,24 - 200 g pkgs,239.14,217,47,10,false
Producto Prueba 56156,4,10,paquete x 5,301.34,182,49,6,false
Producto Prueba 56157,8,,10 unidades,470.88,164,21,15,false
Producto Prueba 56158,8,2,24 - 200 g pkgs,436.18,265,25,15,false
Producto Prueba 56159,3,2,paquete x 5,131.9,146,40,15,false
Producto Prueba 56160,5,4,paquete x 5,469.87,274,43,25,false
Producto Prueba 56161,1,1,24 - 200 g pkgs,99.22,160,8,28,false
Producto Prueba 56162,2,8,12 - 500 g pkgs,55.37,270,47,30,false
Producto Prueba 56163,5,6,caja x 20,447.33,271,14,29,true
Producto Prueba 56164,7,2,caja x 20,134.62,82,3,12,false
Producto Prueba 56165,8,10,paquete x 5,339.16,31,22,28,false
Producto Prueba 56166,7,1,caja x 20,27.64,206,50,18,false
Producto Prueba 56167,6,,24 - 200 g pkgs,97.03,155,46,21,false
Producto Prueba 56168,4,4,10 unidades,240.36,285,50,22,false
Producto Prueba 56169,3,9,10 unidades,30.69,289,28,0,false
Producto Prueba 56170,7,5,caja x 20,30.03,248,27,1,false
Producto Prueba 56171,6,8,,435.25,126,6,23,false
Producto Prueba 56172,2,,caja x 20,30.05,70,11,2,false
Producto Prueba 56173,4,3,24 - 200 g pkgs,100.63,240,11,18,false
Producto Prueba 56174,4,4,,7.23,164,34,9,false
Producto Prueba 56175,3,10,caja x 20,316.9,32,28,15,false
Producto Prueba 56176,3,4,10 unidades,299.35,279,16,23,false
Producto Prueba 56177,2,3,,377.93,74,50,25,false
Producto Prueba 56178,5,6,,203.04,103,34,3,false
Producto Prueba 56179,2,4,paquete x 5,203.86,282,44,12,false
Producto Prueba 56180,5,3,10 unidades,417.86,72,30,12,false
Producto Prueba 56181,8,5,paquete x 5,28.71,98,43,28,false
Producto Prueba 56182,8,10,24 - 200 g pkgs,277.83,63,12,14,false
Producto Prueba 56183,5,3,10 unidades,271.08,100,40,0,false
Producto Prueba 56184,8,2,10 unidades,278.45,4,2,2,false
Producto Prueba 56185,2,8,10 unidades,180.08,128,27,29,false
Producto Prueba 56186,7,7,24 - 200 g pkgs,480.01,227,24,28,false
Producto Prueba 56187,5,10,,337.46,277,49,29,false
Producto Prueba 56188,6,3,10 unidades,191.67,53,38,16,false
Producto Prueba 56189,3,6,24 - 200 g pkgs,253.64,97,13,9,false
Producto Prueba 56190,8,7,,26.12,286,31,14,false
Producto Prueba 56191,5,5,,496.18,71,50,23,false
Producto Prueba 56192,7,1,caja x 20,119.83,295,49,14,false
Producto Prueba 56193,8,3,,237.22,25,30,2,false
Producto Prueba 56194,8,4,24 - 200 g pkgs,151.0,4,17,16,false
Producto Prueba 56195,1,8,caja x 20,347.83,266,4,13,false
Producto Prueba 56196,3,5,10 unidades,89.21,66,40,29,false
Producto Prueba 56197,5,9,10 unidades,323.62,276,10,1,false
Producto Prueba 56198,5,1,10 unidades,423.93,65,40,8,false
Producto Prueba 56199,7,9,paquete x 5,305.97,82,21,10,false
Producto Prueba 56200,5,4,paquete x 5,414.15,198,27,1,false
Producto Prueba 56201,2,5,12 - 500 g pkgs,82.36,264,40,29,false
Producto Prueba 56202,4,4,,76.6,113,4,26,false
Producto Prueba 56203,7,1,,488.22,253,6,28,false
Producto Prueba 56204,8,2,24 - 200 g pkgs,409.18,139,24,12,false
Producto Prueba 56205,7,,,358.62,85,29,23,false
Producto Prueba 56206,1,3,10 unidades,288.98,37,13,16,false
Producto Prueba 56207,2,4,caja x 20,88.59,241,4,17,false
Producto Prueba 56208,7,7,,315.96,189,32,30,false
Producto Prueba 56209,7,6,caja x 20,24.19,198,16,17,false
Producto Prueba 56210,7,8,,1.9,103,14,26,true
Producto Prueba 56211,1,5,paquete x 5,108.41,277,32,26,true
Producto Prueba 56212,1,2,24 - 200 g pkgs,335.58,23,5,4,false
Producto Prueba 56213,3,5,24 - 200 g pkgs,489.94,264,37,23,false
Producto Prueba 56214,4,7,paquete x 5,42.73,237,16,24,false
Producto Prueba 56215,5,10,,130.86,180,17,3,false
Producto Prueba 56216,4,5,,395.56,176,15,23,false
Producto Prueba 56217,8,1,paquete x 5,135.61,129,26,28,false
Producto Prueba 56218,1,7,10 unidades,68.65,77,14,4,false
Producto Prueba 56219,2,1,10 unidades,205.49,26,12,3,false
Producto Prueba 56220,4,6,,111.76,226,40,24,false
Producto Prueba 56221,2,6,paquete x 5,211.49,178,6,5,false
Producto Prueba 56222,5,,paquete x 5,304.16,56,24,4,false
Producto Prueba 56223,2,5,paquete x 5,227.98,36,40,23,false
Producto Prueba 56224,6,9,paquete x 5,218.6,59,0,26,false
Producto Prueba 56225,4,10,caja x 20,420.36,95,43,3,false
Producto Prueba 56226,6,4,24 - 200 g pkgs,393.56,163,37,29,false
Producto Prueba 56227,3,7,10 unidades,41.85,240,46,11,false
Producto Prueba 56228,3,4,12 - 500 g pkgs,337.95,178,48,20,false
Producto Prueba 56229,8,2,,198.06,21,7,15,false
Producto Prueba 56230,2,7,24 - 200 g pkgs,250.8,43,2,17,false
Producto Prueba 56231,2,9,12 - 500 g pkgs,21.03,2,18,8,false
Producto Prueba 56232,8,2,caja x 20,280.3,247,31,27,false
Producto Prueba 56233,7,9,24 - 200 g pkgs,280.52,76,46,23,false
Producto Prueba 56234,6,2,24 - 200 g pkgs,111.6,96,37,16,false
Producto Prueba 56235,4,2,caja x 20,129.96,113,16,9,false
Producto Prueba 56236,4,4,24 - 200 g pkgs,362.37,30,7,16,false
Producto Prueba 56237,7,9,10 unidades,490.58,258,46,12,false
Producto Prueba 56238,6,6,12 - 500 g pkgs,426.61,51,15,27,false
Producto Prueba 56239,2,3,paquete x 5,271.65,24,48,27,false
Producto Prueba 56240,2,10,10 unidades,111.87,160,16,23,false
Producto Prueba 56241,1,9,12 - 500 g pkgs,362.96,287,45,24,false
Producto Prueba 56242,6,8,,436.82,235,18,23,false
Producto Prueba 56243,3,6,24 - 200 g pkgs,382.12,136,39,4,false
Producto Prueba 56244,7,2,24 - 200 g pkgs,417.27,79,43,28,false
Producto Prueba 56245,1,9,24 - 200 g pkgs,23.54,244,7,21,false
Producto Prueba 56246,8,3,24 - 200 g pkgs,156.87,128,36,26,false
Producto Prueba 56247,6,6,,281.48,61,4,6,false
Producto Prueba 56248,5,1,caja x 20,340.95,7,35,16,false
Producto Prueba 56249,2,9,24 - 200 g pkgs,127.81,97,47,28,false
Producto Prueba 56250,5,8,caja x 20,245.7,297,34,8,false
Producto Prueba 56251,6,9,12 - 500 g pkgs,216.67,74,5,19,false
Producto Prueba 56252,1,9,10 unidades,432.01,264,9,28,false
Producto Prueba 56253,1,2,12 - 500 g pkgs,136.15,28,9,10,false
Producto Prueba 56254,3,1,paquete x 5,454.61,214,10,28,false
Producto Prueba 56255,4,8,12 - 500 g pkgs,192.79,256,50,16,false
Producto Prueba 56256,8,9,10 unidades,489.95,289,6,29,false
Producto Prueba 56257,5,8,paquete x 5,497.22,243,12,30,false
Producto Prueba 56258,5,8,paquete x 5,457.42,51,40,9,false
Producto Prueba 56259,5,10,10 unidades,75.16,102,13,27,false
Producto Prueba 56260,2,5,caja x 20,289.35,4,48,27,false
Producto Prueba 56261,1,7,paquete x 5,491.09,243,6,27,false
Producto Prueba 56262,5,3,12 - 500 g pkgs,387.16,147,15,13,false
Producto Prueba 56263,7,7,,47.61,286,0,26,false
Producto Prueba 56264,2,4,24 - 200 g pkgs,107.11,22,38,8,false
Producto Prueba 56265,4,5,12 - 500 g pkgs,294.99,59,30,0,false
Producto Prueba 56266,1,5,caja x 20,110.65,29,50,11,false
Producto Prueba 56267,6,6,24 - 200 g pkgs,497.9,36,34,16,false
Producto Prueba 56268,8,2,12 - 500 g pkgs,405.59,234,41,25,false
Producto Prueba 56269,7,,caja x 20,487.59,215,42,9,false
Producto Prueba 56270,7,10,caja x 20,230.34,254,25,22,false
Producto Prueba 56271,3,6,24 - 200 g pkgs,201.12,8,27,0,false
Producto Prueba 56272,1,2,24 - 200 g pkgs,455.95,261,12,16,true
Producto Prueba 56273,7,4,10 unidades,92.95,24,34,9,false
Producto Prueba 56274,7,4,10 unidades,106.42,240,19,27,false
Producto Prueba 56275,4,4,12 - 500 g pkgs,128.32,242,35,27,true
Producto Prueba 56276,4,2,,273.46,87,44,22,false
Producto Prueba 56277,6,10,,358.69,188,43,2,false
Producto Prueba 56278,7,1,caja x 20,493.64,106,20,18,false
Producto Prueba 56279,5,7,paquete x 5,33.34,196,22,2,false
Producto Prueba 56280,7,9,10 unidades,321.86,283,19,16,true
Producto Prueba 56281,5,8,12 - 500 g pkgs,70.49,117,44,5,false
Producto Prueba 56282,8,2,10 unidades,337.27,248,24,9,false
Producto Prueba 56283,4,9,caja x 20,358.06,230,49,24,false
Producto Prueba 56284,1,9,paquete x 5,265.82,209,3,7,false
Producto Prueba 56285,8,6,caja x 20,302.53,22,15,12,false
Producto Prueba 56286,4,5,24 - 200 g pkgs,6.87,244,12,26,false
Producto Prueba 56287,3,3,paquete x 5,480.5,265,49,3,false
Producto Prueba 56288,2,10,paquete x 5,190.13,136,2,17,false
Producto Prueba 56289,6,8,24 - 200 g pkgs,295.11,56,19,21,false
Producto Prueba 56290,8,,10 unidades,180.33,287,3,13,false
Producto Prueba 56291,8,1,,106.76,204,13,3,false
Producto Prueba 56292,7,7,12 - 500 g pkgs,221.91,242,23,1,false
Producto Prueba 56293,5,5,24 - 200 g pkgs,267.19,261,13,7,false
Producto Prueba 56294,4,5,caja x 20,102.49,154,37,12,false
Producto Prueba 56295,5,7,paquete x 5,223.98,2,22,5,false
Producto Prueba 56296,1,4,24 - 200 g pkgs,235.07,36,36,18,false
Producto Prueba 56297,2,6,12 - 500 g pkgs,101.02,197,41,14,false
Producto Prueba 56298,8,5,24 - 200 g pkgs,485.01,57,25,17,false
Producto Prueba 56299,1,5,12 - 500 g pkgs,181.91,215,5,10,false
Producto Prueba 56300,3,8,10 unidades,294.89,77,7,30,false
Producto Prueba 56301,2,1,12 - 500 g pkgs,483.67,61,21,18,false
Producto Prueba 56302,1,1,paquete x 5,85.28,160,49,1,false
Producto Prueba 56303,5,3,,392.83,188,44,15,false
Producto Prueba 56304,6,7,12 - 500 g pkgs,467.6,26,35,21,false
Producto Prueba 56305,6,7,10 unidades,493.38,299,12,10,false
Producto Prueba 56306,5,7,10 unidades,385.16,270,27,30,false
Producto Prueba 56307,1,1,24 - 200 g pkgs,164.46,228,49,12,false
Producto Prueba 56308,5,3,paquete x 5,484.82,149,37,17,false
Producto Prueba 56309,7,9,caja x 20,368.8,203,17,27,false
Producto Prueba 56310,3,6,12 - 500 g pkgs,444.03,255,39,27,false
Producto Prueba 56311,4,2,,234.2,259,34,11,false
Producto Prueba 56312,2,3,,65.57,283,48,13,false
Producto Prueba 56313,5,6,24 - 200 g pkgs,107.7,2,9,22,false
Producto Prueba 56314,1,2,paquete x 5,113.01,293,32,5,false
Producto Prueba 56315,7,5,,55.99,112,24,12,false
Producto Prueba 56316,8,4,,461.84,254,4,1,false
Producto Prueba 56317,8,4,24 - 200 g pkgs,336.64,26,4,9,false
Producto Prueba 56318,5,10,10 unidades,323.1,38,45,30,false
Producto Prueba 56319,4,5,12 - 500 g pkgs,143.84,142,26,19,false
Producto Prueba 56320,7,3,paquete x 5,195.67,246,35,27,false
Producto Prueba 56321,4,,paquete x 5,272.89,158,47,16,false
Producto Prueba 56322,8,10,24 - 200 g pkgs,343.88,68,16,23,false
Producto Prueba 56323,4,10,,27.13,3,30,0,false
Producto Prueba 56324,1,8,paquete x 5,359.03,199,3,4,false
Producto Prueba 56325,1,3,10 unidades,200.2,101,9,8,false
Producto Prueba 56326,1,4,paquete x 5,494.72,266,32,22,false
Producto Prueba 56327,3,8,,104.71,226,9,17,false
Producto Prueba 56328,3,9,24 - 200 g pkgs,21.38,5,4,0,false
Producto Prueba 56329,2,2,paquete x 5,125.43,7,39,20,false
Producto Prueba 56330,7,4,caja x 20,300.83,227,17,23,true
Producto Prueba 56331,5,10,10 unidades,462.11,205,9,29,false
Producto Prueba 56332,8,2,caja x 20,92.34,142,29,22,false
Producto Prueba 56333,6,4,24 - 200 g pkgs,120.54,259,32,3,false
Producto Prueba 56334,1,8,10 unidades,26.86,39,8,13,false
Producto Prueba 56335,6,4,12 - 500 g pkgs,315.45,127,17,15,false
Producto Prueba 56336,4,10,10 unidades,267.84,139,8,1,false
Producto Prueba 56337,2,7,12 - 500 g pkgs,29.28,11,43,29,false
Producto Prueba 56338,8,9,10 unidades,269.64,239,21,10,false
Producto Prueba 56339,1,6,paquete x 5,212.47,11,1,30,false
Producto Prueba 56340,6,4,,11.25,69,13,23,false
Producto Prueba 56341,5,2,caja x 20,282.0,298,48,15,false
Producto Prueba 56342,5,8,10 unidades,339.76,121,38,25,false
Producto Prueba 56343,7,4,10 unidades,218.9,22,32,14,false
Producto Prueba 56344,5,4,caja x 20,176.39,174,28,12,false
Producto Prueba 56345,2,10,10 unidades,416.01,288,40,30,false
Producto Prueba 56346,5,9,24 - 200 g pkgs,484.66,257,21,27,false
Producto Prueba 56347,8,7,12 - 500 g pkgs,97.53,2,33,28,false
Producto Prueba 56348,5,10,12 - 500 g pkgs,129.23,255,50,15,false
Producto Prueba 56349,8,2,caja x 20,41.23,68,25,16,true
Producto Prueba 56350,4,9,,186.58,77,42,27,false
Producto Prueba 56351,3,8,24 - 200 g pkgs,429.48,109,42,23,false
Producto Prueba 56352,2,5,caja x 20,277.16,253,34,24,false
Producto Prueba 56353,5,9,10 unidades,279.01,202,27,25,false
Producto Prueba 56354,8,7,12 - 500 g pkgs,494.38,37,5,18,false
Producto Prueba 56355,4,2,10 unidades,265.22,150,7,30,false
Producto Prueba 56356,2,3,10 unidades,60.94,71,13,27,true
Producto Prueba 56357,8,4,,21.47,62,8,4,false
Producto Prueba 56358,7,2,,433.88,189,39,25,false
Producto Prueba 56359,8,2,24 - 200 g pkgs,342.33,208,11,17,false
Producto Prueba 56360,3,6,10 unidades,185.66,222,32,27,false
Producto Prueba 56361,4,2,paquete x 5,321.53,8,0,26,false
Producto Prueba 56362,8,6,paquete x 5,203.2,182,9,1,false
Producto Prueba 56363,3,7,10 unidades,438.04,58,33,15,false
Producto Prueba 56364,7,8,12 - 500 g pkgs,403.04,56,25,23,false
Producto Prueba 56365,8,7,caja x 20,257.91,178,33,18,false
Producto Prueba 56366,5,5,24 - 200 g pkgs,246.52,187,40,9,false
Producto Prueba 56367,3,8,10 unidades,281.44,92,35,28,false
Producto Prueba 56368,8,1,paquete x 5,82.41,70,31,29,false
Producto Prueba 56369,8,7,paquete x 5,346.45,270,44,5,false
Producto Prueba 56370,4,6,caja x 20,77.92,194,42,3,false
Producto Prueba 56371,4,7,10 unidades,97.48,283,8,27,false
Producto Prueba 56372,2,10,paquete x 5,258.54,185,26,10,false
Producto Prueba 56373,8,5,10 unidades,333.46,93,22,2,false
Producto Prueba 56374,6,1,,294.28,167,32,13,false
Producto Prueba 56375,4,8,24 - 200 g pkgs,206.6,166,9,14,false
Producto Prueba 56376,4,10,12 - 500 g pkgs,288.06,236,48,16,false
Producto Prueba 56377,8,8,24 - 200 g pkgs,440.87,53,21,12,false
Producto Prueba 56378,7,5,12 - 500 g pkgs,293.58,70,40,8,false
Producto Prueba 56379,5,7,10 unidades,333.52,254,34,19,true
Producto Prueba 56380,6,1,paquete x 5,35.33,205,23,6,false
Producto Prueba 56381,3,5,24 - 200 g pkgs,148.66,253,44,10,false
Producto Prueba 56382,4,,10 unidades,126.43,144,9,29,false
Producto Prueba 56383,1,1,caja x 20,486.81,38,47,7,false
Producto Prueba 56384,8,4,24 - 200 g pkgs,173.06,130,29,28,false
Producto Prueba 56385,3,,10 unidades,284.73,142,42,14,false
Producto Prueba 56386,5,4,paquete x 5,103.23,67,1,14,false
Producto Prueba 56387,5,8,caja x 20,35.88,281,38,7,false
Producto Prueba 56388,2,2,12 - 500 g pkgs,160.52,198,17,7,false
Producto Prueba 56389,5,5,12 - 500 g pkgs,474.53,257,24,2,false
Producto Prueba 56390,3,9,10 unidades,487.85,284,31,28,false
Producto Prueba 56391,1,4,10 unidades,15.63,130,30,16,false
Producto Prueba 56392,6,1,caja x 20,57.53,47,25,28,false
Producto Prueba 56393,8,8,12 - 500 g pkgs,442.86,121,11,3,false
Producto Prueba 56394,4,7,24 - 200 g pkgs,421.73,184,11,17,false
Producto Prueba 56395,7,7,caja x 20,31.41,268,32,1,false
Producto Prueba 56396,4,2,10 unidades,14.32,157,31,18,false
Producto Prueba 56397,5,3,24 - 200 g pkgs,414.56,56,28,24,false
Producto Prueba 56398,2,2,10 unidades,375.41,227,26,28,false
Producto Prueba 56399,7,4,,205.04,61,43,9,false
Producto Prueba 56400,7,6,12 - 500 g pkgs,236.16,209,4,19,false
Producto Prueba 56401,6,5,10 unidades,414.52,26,20,6,false
Producto Prueba 56402,6,1,caja x 20,303.2,93,22,2,false
Producto Prueba 56403,6,2,caja x 20,51.77,237,32,12,true
Producto Prueba 56404,7,5,paquete x 5,274.0,288,2,19,false
Producto Prueba 56405,3,2,,320.32,202,6,25,false
Producto Prueba 56406,4,1,caja x 20,367.67,85,16,16,false
Producto Prueba 56407,6,9,paquete x 5,141.25,131,43,18,false
Producto Prueba 56408,1,7,paquete x 5,413.28,13,44,28,false
Producto Prueba 56409,1,10,24 - 200 g pkgs,335.69,284,16,12,false
Producto Prueba 56410,8,7,10 unidades,206.69,113,8,27,false
Producto Prueba 56411,5,4,paquete x 5,276.94,115,14,12,false
Producto Prueba 56412,8,3,caja x 20,124.72,188,5,30,false
Producto Prueba 56413,6,4,24 - 200 g pkgs,148.56,98,22,21,false
Producto Prueba 56414,6,9,24 - 200 g pkgs,252.46,128,29,7,false
Producto Prueba 56415,8,3,10 unidades,359.62,276,50,12,false
Producto Prueba 56416,7,3,,106.52,212,18,29,false
Producto Prueba 56417,2,6,paquete x 5,269.64,109,2,8,false
Producto Prueba 56418,8,1,10 unidades,279.66,106,10,2,false
Producto Prueba 56419,2,1,,176.32,162,23,17,false
Producto Prueba 56420,8,8,24 - 200 g pkgs,137.24,18,12,6,false
Producto Prueba 56421,8,3,paquete x 5,259.13,299,0,26,false
Producto Prueba 56422,6,10,,498.86,189,45,24,false
Producto Prueba 56423,3,9,10 unidades,229.12,186,40,18,false
Producto Prueba 56424,6,2,24 - 200 g pkgs,275.38,231,8,30,false
Producto Prueba 56425,8,10,paquete x 5,327.48,238,33,19,false
Producto Prueba 56426,6,10,caja x 20,122.7,113,28,1,false
Producto Prueba 56427,8,9,10 unidades,258.78,259,49,0,true
Producto Prueba 56428,2,6,10 unidades,480.78,102,4,13,false
Producto Prueba 56429,5,2,caja x 20,245.57,246,42,12,false
Producto Prueba 56430,4,5,caja x 20,408.0,273,27,1,false
Producto Prueba 56431,8,10,,402.85,240,38,8,false
Producto Prueba 56432,3,10,10 unidades,448.23,291,48,11,false
Producto Prueba 56433,6,1,,283.18,37,14,1,false
Producto Prueba 56434,7,,,267.01,265,16,5,false
Producto Prueba 56435,1,5,24 - 200 g pkgs,139.21,69,41,17,false
Producto Prueba 56436,7,5,,228.02,208,34,20,false
Producto Prueba 56437,7,10,caja x 20,395.7,200,35,6,false
Producto Prueba 56438,7,10,12 - 500 g pkgs,480.57,143,27,8,false
Producto Prueba 56439,2,9,10 unidades,36.17,29,46,28,false
Producto Prueba 56440,5,6,12 - 500 g pkgs,370.51,31,5,10,false
Producto Prueba 56441,3,2,caja x 20,62.53,108,44,30,false
Producto Prueba 56442,5,4,paquete x 5,237.51,149,14,6,false
Producto Prueba 56443,1,,10 unidades,231.1,20,26,26,false
Producto Prueba 56444,2,10,,229.21,28,33,16,false
Producto Prueba 56445,1,10,caja x 20,114.48,144,47,20,false
Producto Prueba 56446,6,3,,140.1,209,34,26,false
Producto Prueba 56447,6,5,12 - 500 g pkgs,424.31,79,40,3,false
Producto Prueba 56448,5,2,caja x 20,314.43,180,25,28,false
Producto Prueba 56449,6,8,10 unidades,474.42,58,9,30,false
Producto Prueba 56450,1,4,12 - 500 g pkgs,342.55,87,47,30,true
Producto Prueba 56451,5,6,24 - 200 g pkgs,188.03,229,3,22,false
Producto Prueba 56452,7,8,caja x 20,144.05,220,47,21,false
Producto Prueba 56453,1,,24 - 200 g pkgs,147.09,213,35,20,false
Producto Prueba 56454,7,9,12 - 500 g pkgs,65.08,47,43,7,false
Producto Prueba 56455,1,3,paquete x 5,88.25,39,28,5,false
Producto Prueba 56456,5,3,,9.9,247,19,1,false
Producto Prueba 56457,6,6,10 unidades,264.74,88,15,27,false
Producto Prueba 56458,2,1,12 - 500 g pkgs,275.71,78,40,20,false
Producto Prueba 56459,2,3,,366.85,265,9,0,false
Producto Prueba 56460,8,4,,479.06,162,22,20,false
Producto Prueba 56461,2,9,,44.16,270,24,23,false
Producto Prueba 56462,4,8,24 - 200 g pkgs,255.0,229,28,16,false
Producto Prueba 56463,5,6,paquete x 5,34.22,43,41,15,false
Producto Prueba 56464,7,3,10 unidades,211.75,50,41,14,false
Producto Prueba 56465,4,8,paquete x 5,58.05,152,10,25,false
Producto Prueba 56466,3,7,paquete x 5,180.6,5,38,9,false
Producto Prueba 56467,2,8,10 unidades,365.58,49,21,3,false
Producto Prueba 56468,1,9,12 - 500 g pkgs,103.93,191,48,13,false
Producto Prueba 56469,7,3,24 - 200 g pkgs,36.61,287,15,16,false
Producto Prueba 56470,1,3,caja x 20,462.7,78,47,10,false
Producto Prueba 56471,1,9,10 unidades,64.44,78,16,23,false
Producto Prueba 56472,8,8,12 - 500 g pkgs,211.59,115,44,4,false
Producto Prueba 56473,4,7,10 unidades,57.45,67,32,26,false
Producto Prueba 56474,7,10,paquete x 5,208.7,49,38,26,false
Producto Prueba 56475,3,2,10 unidades,395.38,271,33,6,false
Producto Prueba 56476,4,5,,335.69,69,4,27,false
Producto Prueba 56477,8,1,,126.62,74,15,5,false
Producto Prueba 56478,1,4,,377.64,28,22,2,false
Producto Prueba 56479,6,2,12 - 500 g pkgs,121.54,16,29,4,false
Producto Prueba 56480,4,1,10 unidades,146.07,206,19,5,false
Producto Prueba 56481,5,9,,229.86,153,30,3,false
Producto Prueba 56482,2,2,caja x 20,337.63,206,20,20,false
Producto Prueba 56483,3,5,24 - 200 g pkgs,80.0,220,35,18,false
Producto Prueba 56484,3,10,caja x 20,380.88,230,12,9,false
Producto Prueba 56485,3,9,24 - 200 g pkgs,15.4,71,9,28,true
Producto Prueba 56486,7,3,10 unidades,353.49,197,41,13,true
Producto Prueba 56487,3,6,,33.9,92,44,18,false
Producto Prueba 56488,6,2,,235.93,191,16,27,false
Producto Prueba 56489,2,4,10 unidades,314.43,148,13,1,false
Producto Prueba 56490,5,9,,451.12,215,45,15,false
Producto Prueba 56491,4,1,paquete x 5,440.04,174,41,5,false
Producto Prueba 56492,4,3,12 - 500 g pkgs,482.57,128,23,12,false
Producto Prueba 56493,4,1,10 unidades,406.77,173,39,27,false
Producto Prueba 56494,1,3,24 - 200 g pkgs,64.07,150,12,10,false
Producto Prueba 56495,8,,,260.33,217,37,13,false
